1/KLD/datetime.date(2016, 09, 30)/274/
2/AER/datetime.date(2017, 01, 20)/194/
3/XLN/datetime.date(2017, 09, 29)/289/
4/RIX/datetime.date(2018, 01, 19)/205/
5/DOM/datetime.date(2018, 04, 27)/280/
6/GRN/datetime.date(2018, 10, 5)/273/
7/RNA/datetime.date(2019, 01, 25)/273/
8/WAR/datetime.date(2019, 05, 3)/275/
9/STA/datetime.date(2021, 05, 23)/126/
10/STX/datetime.date(2021, 05, 23)/382/
11/NEO/datetime.date(2022, 02, 18)/512/
12/SNC/datetime.date(2022, 04, 29)/467/
